datagouvid,label
534fff8ea3a7292c64a77f02,"Ministère de l'Économie, des Finances et de l'Industrie (France)"
534fff8ea3a7292c64a77f02,"Ministère de l'Économie, des Finances et de l’Emploi"
534fff8ea3a7292c64a77f02,"Ministère de l'Économie, des Finances et de l’Emploi (France)"
534fff8ea3a7292c64a77f02,"Ministère de l'Économie, des Finances et du Commerce extérieur"
534fff8ea3a7292c64a77f02,"Ministère de l'Économie, des Finances et du Commerce Extérieur"
534fff8ea3a7292c64a77f02,"Ministère de l'économie, des finances, et de l'emploi"
534fff8ea3a7292c64a77f02,"Ministère de l’Économie, de l’Industrie et de l’Emploi"
534fff8ea3a7292c64a77f02,"Ministère de l’Economie, des Finances et de l’Emploi (France)"
534fff8ea3a7292c64a77f02,"Ministère de l’Economie, des Finances et de l’Industrie"
534fff8ea3a7292c64a77f02,"Ministère de l’économie, des finances et de l’industrie"
534fff8ea3a7292c64a77f02,"Ministère de l’Économie, des Finances et de l’Industrie"
534fff8ea3a7292c64a77f02,Ministère des Finances (France)
534fff8ea3a7292c64a77f02,Ministère des finances français
534fff8ea3a7292c64a77f02,Ministère français des Finances
534fff8ea3a7292c64a77f02,Ministères de Bercy
534fff8ea3a7292c64a77f02,Ministre de l'Economie (France)
534fff8ea3a7292c64a77f02,Ministre de l’économie et des finances
534fff8fa3a7292c64a77f22,ministère de l'Éducation nationale
534fff8fa3a7292c64a77f22,MEN
534fff8fa3a7292c64a77f22,MENESR
534fff8fa3a7292c64a77f22,Ministère de l'Éducation en France
534fff8fa3a7292c64a77f22,Ministere de l'Education nationale
534fff8fa3a7292c64a77f22,Ministere de l'Education Nationale
534fff8fa3a7292c64a77f22,Ministère de l'Education nationale
534fff8fa3a7292c64a77f22,"Ministère de l'Éducation nationale, de l'Enseignement supérieur et de la Recherche"
534fff8fa3a7292c64a77f22,"Ministère de l'Education nationale, de la Jeunesse et de la Vie associative"
534fff8fa3a7292c64a77f22,ministère de l'Instruction publique
534fff8fa3a7292c64a77f22,Ministère de l’Education nationale
534fff8fa3a7292c64a77f22,Ministère de l’Éducation Nationale
534fff8fa3a7292c64a77f22,Ministère français de l'Éducation nationale
534fff8fa3a7292c64a77f3d,ministère de la Cohésion des territoires
534fff90a3a7292c64a77f45,ministère de l'Enseignement supérieur et de la Recherche
534fff90a3a7292c64a77f45,MESR
534fff90a3a7292c64a77f45,MESRI
534fff90a3a7292c64a77f45,Ministere de l'Enseignement superieur et de la Recherche
534fff90a3a7292c64a77f45,Ministère de l’Enseignement supérieur
534fff90a3a7292c64a77f45,Ministère de l’Enseignement Supérieur et de la Recherche
534fff90a3a7292c64a77f45,Ministère de la recherche
534fff90a3a7292c64a77f45,Ministère français de l'Enseignement supérieur et de la Recherche
534fff90a3a7292c64a77f45,Ministre de l'Enseignement supérieur et de la Recherche
534fff91a3a7292c64a77f53,Ministère de l'Intérieur
534fff91a3a7292c64a77f53,DGCL
534fff91a3a7292c64a77f53,Ministère de l'Intérieur et de l'Aménagement du territoire
534fff91a3a7292c64a77f53,Ministère de l'Intérieur français
534fff91a3a7292c64a77f53,"Ministère de l'Intérieur, de l'Outre-mer et des Collectivités territoriales"
534fff91a3a7292c64a77f53,"Ministère de l'Intérieur, de l’Outre-mer, des Collectivités territoriales et de l'Immigration"
534fff91a3a7292c64a77f53,"Ministère de l'Intérieur, de l’Outre-mer, des Collectivités territoriales et de l'Immigration."
534fff91a3a7292c64a77f53,Ministère de l’Intérieur
534fff91a3a7292c64a77f53,"Ministère de l’Intérieur, de l’Outre-Mer et des Collectivités territoriales"
534fff91a3a7292c64a77f53,Ministère français de l'Intérieur
534fff91a3a7292c64a77f53,MIOMCT
534fff91a3a7292c64a77f73,ministère de la Culture
534fff91a3a7292c64a77f73,ministère de la Culture et de la Communication
534fff91a3a7292c64a77f73,Ministère de la Culture et de la Communication
534fff91a3a7292c64a77f73,ministère de la Culture français
534fff91a3a7292c64a77f73,ministère français de la Culture
534fff92a3a7292c64a77f94,ministère des Armées
534fff92a3a7292c64a77f94,ministère de la Défense
534fff92a3a7292c64a77f94,ministère de la Défense français
534fff93a3a7292c64a77fa2,ministère de la Justice
534fff93a3a7292c64a77fa2,Ministère de la Justice
534fff94a3a7292c64a77fb5,Ministère des Affaires étrangères
534fff94a3a7292c64a77fb5,Quai d'Orsay
534fff94a3a7292c64a77fb5,MAE
534fff94a3a7292c64a77fb5,MAEDI
534fff94a3a7292c64a77fb5,MEAE
534fff94a3a7292c64a77fb5,Ministère de l'Europe et des Affaires étrangères
534fff94a3a7292c64a77fb5,Ministère des affaires étrangères (France)
534fff94a3a7292c64a77fb5,Ministère des Affaires étrangères (France)
534fff94a3a7292c64a77fb5,Ministère des Affaires étrangères et du Développement international
534fff94a3a7292c64a77fb5,Ministère des Relations extérieures
534fff94a3a7292c64a77fb5,Ministère français des Affaires étrangères
534fff94a3a7292c64a77fb5,Ministre des Affaires étrangères et du Développement international
534fff94a3a7292c64a77fc1,Ministère des solidarités et de la santé
534fff94a3a7292c64a77fc1,Ministère de la Santé et des Sports
534fff94a3a7292c64a77fc1,Secrétariat d'État à la Santé
534fff94a3a7292c64a77fc1,Ministere de la Jeunesse et des Sports (France)
534fff94a3a7292c64a77fc1,Ministère de la jeunesse et des sports (france)
534fff94a3a7292c64a77fc1,Ministere de la Sante (France)
534fff94a3a7292c64a77fc1,Ministère de la santé (france)
534fff94a3a7292c64a77fc1,Ministère de la Santé (France)
534fff94a3a7292c64a77fc1,Ministère de la santé et des sports
534fff94a3a7292c64a77fc1,Ministère de la Santé et des Sports (France)
534fff94a3a7292c64a77fc1,"Ministere de la Sante, de la Jeunesse et des Sports"
534fff94a3a7292c64a77fc1,"Ministère de la santé, de la jeunesse et des sports"
534fff94a3a7292c64a77fc1,"Ministère de la Santé, de la Jeunesse et des Sports"
534fff94a3a7292c64a77fc1,"Ministère De La Santé, De La Jeunesse Et Des Sports"
534fff94a3a7292c64a77fc1,"Ministère de la Santé, de la Jeunesse et des Sports (France)"
534fff94a3a7292c64a77fc1,"Ministère de la Santé, de la Jeunesse, des Sports et de la Vie associative"
534fff94a3a7292c64a77fc1,"ministère des Affaires sociale, de la Santé et des Droits des femmes"
534fff94a3a7292c64a77fc1,ministère des Affaires sociales et de la Santé
534fff94a3a7292c64a77fc1,Ministère des Affaires Sociales et de la Santé
534fff94a3a7292c64a77fc1,"Ministre de la Santé, de la Jeunesse et des Sports"
534fff94a3a7292c64a77fc1,MJSVA
534fff94a3a7292c64a77fc1,Secrétariat d'Etat à la Santé
534fff94a3a7292c64a77fc1,Secrétariat d'État à la Santé (France)
534fff95a3a7292c64a77fd8,ministère des Sports
534fff95a3a7292c64a77fd8,ministère de la Jeunesse et des Sports
534fff96a3a7292c64a77ff4,"ministère du Travail, de l'Emploi, de la Formation professionnelle et du Dialogue social"
534fff96a3a7292c64a77ff4,Ministère du Travail
534fff96a3a7292c64a77ff4,Ministre du Travail
534fff96a3a7292c64a77ff4,Ministère des affaires sociales
534fff96a3a7292c64a77ff4,"Ministère du Travail, de l'Emploi et de la Santé"
534fff96a3a7292c64a77ff4,"Ministère du Travail, de l’Emploi, de la Formation professionnelle et du Dialogue social"
534fff96a3a7292c64a77ff4,"Ministère du Travail, de la Famille, des Relations sociales, de la Solidarité et de la Ville"
534fff96a3a7292c64a77ff4,"Ministère du Travail, de la Solidarité et de la Fonction publique"
534fff96a3a7292c64a77ff4,"Ministere du travail, des relations sociales et de la solidarite"
534fff96a3a7292c64a77ff4,"Ministère du Travail, des Relations sociales et de la Solidarité"
534fff96a3a7292c64a77ff4,"Ministère du Travail, des Relations sociales, de la Famille et de la Solidarité"
534fff96a3a7292c64a77ff4,"Ministre des Affaires sociales, du Travail et de la Solidarité"
534fff96a3a7292c64a77ff4,Ministre français du Travail
534fff97a3a7292c64a7800b,musée national des Arts asiatiques - Guimet
534fff97a3a7292c64a7800b,musée Guimet
534fff97a3a7292c64a7800b,MNAAG
534fff98a3a7292c64a7800e,musée du Louvre
534fff98a3a7292c64a7800e,Louvre
534fff98a3a7292c64a78012,Nantes Métropole
534fff98a3a7292c64a78012,Communauté urbaine de Nantes
534fff98a3a7292c64a78012,Communauté urbaine de Nantes Métropole
534fff98a3a7292c64a78012,Nantes Metropole
534fff99a3a7292c64a78023,observatoire français des drogues et des toxicomanies
534fff99a3a7292c64a78023,Observatoire francais des drogues et des toxicomanies
534fff99a3a7292c64a78023,OFDT
534fff9aa3a7292c64a78026,observatoire national de la délinquance et des réponses pénales
534fff9aa3a7292c64a78026,Observatoire national de la delinquance
534fff9aa3a7292c64a78026,Observatoire national de la délinquance
534fff9aa3a7292c64a78026,Observatoire National de la Délinquance
534fff9aa3a7292c64a78026,ONDRP
534fff9aa3a7292c64a7802f,Observatoire socio-économique du Ventoux
534fff9ba3a7292c64a78030,Office de tourisme So Toulouse
534fff9ba3a7292c64a78031,Office national d'information sur les enseignements et les professions
534fff9ba3a7292c64a78031,Bureau universitaire de statistiques
534fff9ba3a7292c64a78031,Onisep
534fff9ba3a7292c64a78031,ONISEP
534fff9ba3a7292c64a78036,Office national de l'eau et des milieux aquatiques
534fff9ba3a7292c64a78036,Conseil supérieur de la pêche
534fff9ba3a7292c64a78036,Onema
534fff9ba3a7292c64a78036,ONEMA
534fff9ca3a7292c64a7803e,Office national des forêts
534fff9ca3a7292c64a7803e,ONF
534fff9ca3a7292c64a7803e,Administration des Eaux et Forêts
534fff9ca3a7292c64a7803e,Eaux et Forêts
534fff9ca3a7292c64a7803e,O. N. F.
534fff9ca3a7292c64a7803e,Office National des Forets
534fff9ca3a7292c64a7803e,Saint-Cucufa
534fff9ea3a7292c64a78048,conseil régional du Nord-Pas-de-Calais
534fff9ea3a7292c64a78048,Conseil Régional du Nord Pas-de-Calais
534fff9ea3a7292c64a78048,Conseil régional du Nord-Pas de Calais
534fff9ea3a7292c64a78048,Conseil regional du Nord-Pas-de-Calais
534fff9ea3a7292c64a78048,Conseil régional du nord-pas-de-calais
534fff9ea3a7292c64a78048,Conseil Régional Du Nord-Pas-de-Calais
534fff9ea3a7292c64a78048,Conseil Régional Nord Pas de Calais
534fff9ea3a7292c64a78048,Conseil Régional Nord-Pas de Calais
534fff9ea3a7292c64a78048,Conseil régional Nord-Pas-de-Calais
534fff9ea3a7292c64a78048,Conseil Régional Nord-Pas-de-Calais
534fff9ea3a7292c64a78049,Open Food Facts
534fff9fa3a7292c64a7805c,OpenClassrooms
534fff9fa3a7292c64a7805c,Le site du zéro
534fff9fa3a7292c64a7805c,Livre du Zéro
534fff9fa3a7292c64a7805c,SdZ
534fff9fa3a7292c64a7805c,Simple IT
534fff9fa3a7292c64a7805c,Site du zero
534fff9fa3a7292c64a7805c,Site du Zero
534fff9fa3a7292c64a7805c,Site du zéro
534fff9fa3a7292c64a7805c,SDZ
534fffa0a3a7292c64a78061,OpenDataSoft
534fffa0a3a7292c64a7806b,OpenStreetMap France
534fffa0a3a7292c64a7806b,OSM France
534fffa0a3a7292c64a7806b,OSMFR
534fffa1a3a7292c64a7808b,Ordre des géomètres-experts
534fffa1a3a7292c64a7808b,Ordre des geometres-experts (France)
534fffa1a3a7292c64a7808b,Ordre des géomètres-experts (france)
534fffa1a3a7292c64a7808b,Ordre des géomètres-experts (France)
534fffa2a3a7292c64a7808c,Ouest-France
534fffa2a3a7292c64a7808c,Ouest France
534fffa2a3a7292c64a7808d,Pas-de-Calais tourisme
534fffa2a3a7292c64a78090,Pays d'Aubagne et de l'Étoile
534fffa3a3a7292c64a78092,Pays de Morlaix
534fffa3a3a7292c64a78094,Pôle emploi
534fffa4a3a7292c64a7809c,Préfecture de la Lozère
534fffa4a3a7292c64a7809c,Préfecture - Lozère
534fffa5a3a7292c64a7809e,services du Premier ministre
534fffa5a3a7292c64a7809e,SPM
534fffa6a3a7292c64a780b3,École d'économie de Paris
534fffa6a3a7292c64a780b3,EEP
534fffa6a3a7292c64a780b3,École d'économie de paris
534fffa6a3a7292c64a780b3,École d'Économie de Paris
534fffa6a3a7292c64a780b3,Paris School of Economics
534fffa6a3a7292c64a780b7,Régie autonome des transports parisiens
534fffa6a3a7292c64a780b7,RATP
534fffa6a3a7292c64a780b7,Groupe RATP
534fffa6a3a7292c64a780b7,Regie autonome des transports parisiens
534fffa7a3a7292c64a780c0,Régie culturelle régionale
534fffa7a3a7292c64a780c1,conseil régional d'Alsace
534fffa7a3a7292c64a780c5,conseil régional des Pays de la Loire
534fffa7a3a7292c64a780c5,Conseil regional des Pays de la Loire
534fffa7a3a7292c64a780c5,Conseil régional des pays de la loire
534fffa7a3a7292c64a780c5,Conseil Régional des Pays de la Loire
534fffa7a3a7292c64a780c5,Conseil Régional Des Pays De La Loire
534fffa7a3a7292c64a780c5,Conseil régional des Pays-de-la-Loire
534fffa8a3a7292c64a780c7,conseil régional de Provence-Alpes-Côte d'Azur
534fffa8a3a7292c64a780c7,conseil regional de Provence-Alpes-Cote d'Azur
534fffa8a3a7292c64a780c7,conseil régional de provence-alpes-côte d'azur
534fffa8a3a7292c64a780c7,conseil Régional De Provence-Alpes-Côte D'Azur
534fffa8a3a7292c64a780c7,conseil régional de Provence-Alpes-Côte d’Azur
534fffa8a3a7292c64a780c7,conseil régional de Provence-Alpes-Côte-d'Azur
534fffa8a3a7292c64a780c7,conseil régional PACA
534fffa8a3a7292c64a780c8,conseil régional d'Île-de-France
534fffa8a3a7292c64a780c8,Conseil régional d'IIe de France
534fffa8a3a7292c64a780c8,Conseil régional d'Île de France
534fffa8a3a7292c64a780c8,Conseil regional d'Ile-de-France
534fffa8a3a7292c64a780c8,Conseil régional d'Ile-de-France
534fffa8a3a7292c64a780c8,Conseil régional d'île-de-france
534fffa8a3a7292c64a780c8,Conseil Régional d'Île-de-France
534fffa8a3a7292c64a780c8,Conseil Régional D'Île-de-France
534fffa8a3a7292c64a780c8,Conseil Régional d’Île de France
534fffa8a3a7292c64a780c8,Conseil régional d’Île-de-France
534fffa8a3a7292c64a780c8,Conseil régional de l'Île-de-France
534fffa8a3a7292c64a780c8,Conseil régional île-de-France
534fffa8a3a7292c64a780d2,conseil régional de Provence-Alpes-Côte d'Azur
534fffa8a3a7292c64a780d2,conseil regional de Provence-Alpes-Cote d'Azur
534fffa8a3a7292c64a780d2,conseil régional de provence-alpes-côte d'azur
534fffa8a3a7292c64a780d2,conseil Régional De Provence-Alpes-Côte D'Azur
534fffa8a3a7292c64a780d2,conseil régional de Provence-Alpes-Côte d’Azur
534fffa8a3a7292c64a780d2,conseil régional de Provence-Alpes-Côte-d'Azur
534fffa8a3a7292c64a780d2,conseil régional PACA
534fffaba3a7292c64a780e8,Réseau ferré de France
534fffaba3a7292c64a780e8,RFF
534fffaca3a7292c64a780ee,Réseau des offices de tourisme d'Alsace
534fffaca3a7292c64a780ee,Résot Alsace
534fffada3a7292c64a780f7,RSA Cosmos
534fffada3a7292c64a780f9,Saint-Maur-des-Fossés
534fffada3a7292c64a780f9,Saint-Pierre du Fossé
534fffada3a7292c64a780f9,Vivant sur marne
534fffaea3a7292c64a780fb,Saint-Quentin
534fffaea3a7292c64a780fb,Saint-Quentin en Vermandois
534fffaea3a7292c64a780fb,Saint-Quentin-en-Vermandois
534fffaea3a7292c64a780fb,St-Quentin
534fffaea3a7292c64a780fd,Ouest Provence
534fffaea3a7292c64a780fd,SAN Ouest Provence
534fffaea3a7292c64a780fd,Syndicat d'agglomération nouvelle Ouest Provence
534fffaea3a7292c64a780fe,Sarlat-la-Canéda
534fffaea3a7292c64a780fe,Sarlat
534fffafa3a7292c64a78101,Société d'économie mixte des transports en commun de l'agglomération nantaise
534fffafa3a7292c64a78101,Semitan
534fffafa3a7292c64a78101,SEMITAN
534fffafa3a7292c64a78101,Societe d'economie mixte des transports en commun de l'agglomeration nantaise
534fffafa3a7292c64a78103,service hydrographique et océanographique de la Marine
534fffafa3a7292c64a78103,Service hydrographique et oceanographique de la marine
534fffafa3a7292c64a78103,Service hydrographique et océanographique de la Marine
534fffafa3a7292c64a78103,Service Hydrographique et Océanographique de la Marine
534fffafa3a7292c64a78103,SHOM
534fffafa3a7292c64a78103,Shome
534fffb0a3a7292c64a78111,Slate.fr
534fffb0a3a7292c64a78115,Société nationale des chemins de fer français
534fffb0a3a7292c64a78115,SNCF
534fffb1a3a7292c64a7811f,Société du Grand Paris
534fffb1a3a7292c64a78121,Syndicat Mixte des Transports des Bouches-du-Rhône
534fffb1a3a7292c64a78122,Syndicat mixte du Pays d'Arles
534fffb2a3a7292c64a78123,système d'information sur l'eau
534fffb2a3a7292c64a78125,Théâtre de l'Odéon
534fffb2a3a7292c64a78125,'''Théâtre de l'Odéon'''
534fffb2a3a7292c64a78125,Odéon théâtre de l'Europe
534fffb2a3a7292c64a78125,Odéon-Théâtre de France
534fffb2a3a7292c64a78125,Odéon-Théâtre de l'Europe
534fffb2a3a7292c64a78125,Odéon-Théâtre de l’Europe
534fffb2a3a7292c64a78125,salle Luxembourg
534fffb2a3a7292c64a78125,théâtre de l’Odéon
534fffb2a3a7292c64a78125,théâtre de la Nation
534fffb2a3a7292c64a78125,théâtre national de l'Odéon
534fffb2a3a7292c64a78125,théâtre National de l’Odéon
534fffb3a3a7292c64a78127,Tisséo
534fffb3a3a7292c64a78127,Tisseo
534fffb3a3a7292c64a78127,Tisséo-Réseau urbain
534fffb3a3a7292c64a78127,Tisséo-SMAT
534fffb3a3a7292c64a78127,Tisséo-SMTC
534fffb3a3a7292c64a78129,Toulouse Métropole
534fffb3a3a7292c64a78129,Communauté urbaine de Toulouse Métropole
534fffb3a3a7292c64a78129,Communauté urbaine du Grand Toulouse
534fffb3a3a7292c64a78129,Grand Toulouse
534fffb4a3a7292c64a78130,Union fédérale des consommateurs—Que choisir
534fffb4a3a7292c64a78130,Que choisir
534fffb4a3a7292c64a78130,Que Choisir
534fffb4a3a7292c64a78130,UFC Que choisir
534fffb4a3a7292c64a78130,UFC Que Choisir
534fffb4a3a7292c64a78130,UFC-Que choisir
